customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_id,review_score,review_creation_date,review_answer_timestamp,has_comment,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,translated_cat,payment_sequential,payment_type,payment_installments,payment_value,seller_zip_code_prefix,seller_city,seller_state,subcategory,Category
6a8f9fcd9f9fa3a59d9813fefaff6a44,c207c1d4888e8931dc9a70d17700714c,4747,sao paulo,SP,431f71d848d8dc0ee88bdd5ab9697865,delivered,2018-01-21 22:30:31,2018-01-22 14:03:06,2018-01-24 15:28:32,2018-01-26 18:05:01,2018-02-06 00:00:00,f92413c1da9ca78c5aedb013f620bf3b,1,2018-01-27 00:00:00,2018-01-30 12:44:29,1,1,df7dd741f55a686edccf22700954e1d5,6d66611d7c44cc30ce351abc49a68421,2018-01-26 14:03:06,99.9,11.94,63.0,1108.0,8.0,1950.0,60.0,15.0,45.0,market_place,1,credit_card,1,232.67,4378,sao paulo,SP,market_place,Other
04e6b770102df2c677ca4505f9c0c786,e573a0cfd274f1b93437e8aa24a45e8f,64760,sao joao do piaui,PI,e28247f13af9b927289e7730877eb923,delivered,2017-12-16 11:45:11,2017-12-19 09:54:36,2017-12-21 15:42:30,2018-01-09 21:48:12,2018-01-18 00:00:00,aa795f7c257dad74b1ea860465a73da0,5,2018-01-11 00:00:00,2018-01-15 22:49:02,0,1,b557b0bf18a9a94750f8e6f64bc99109,6d66611d7c44cc30ce351abc49a68421,2017-12-26 09:54:36,72.9,35.83,63.0,1107.0,9.0,450.0,30.0,16.0,25.0,market_place,1,boleto,1,108.73,4378,sao paulo,SP,market_place,Other
e8f641283c4f274357a53abc7a1a0745,1b9f7574b77f7de613deec9ff5846a8a,38701,patos de minas,MG,f8e38590ff083b97342732a847eb3851,delivered,2018-04-12 08:02:53,2018-04-13 12:35:31,2018-04-18 20:06:34,2018-04-26 20:27:36,2018-05-08 00:00:00,4f36981091e3130ec65810631a2701a5,4,2018-04-27 00:00:00,2018-04-28 02:17:41,1,1,b29f3f48c076dfcdc3e055b93874657f,0adac9fbd9a2b63cccaac4f8756c1ca8,2018-04-19 12:35:31,99.9,23.28,32.0,2770.0,1.0,1150.0,25.0,28.0,13.0,market_place,1,credit_card,4,123.18,13290,louveira,SP,market_place,Other
3fa2f965d8c9e53dfdc0e65fe81846bc,f03d0ef0a5eefc4ef4c3b73bbd36d955,20520,rio de janeiro,RJ,985a31fe34d1b11e3ba6fb850c1803b3,delivered,2018-02-20 18:27:09,2018-02-22 11:31:52,2018-02-27 17:39:50,2018-03-08 23:40:51,2018-03-15 00:00:00,a9a11a2640a21a641e2cfbc181f70019,5,2018-03-09 00:00:00,2018-03-10 04:04:45,0,1,726838a1b5bdf32e2fc8010f0807bd46,0adac9fbd9a2b63cccaac4f8756c1ca8,2018-02-28 11:30:57,23.99,15.1,19.0,767.0,1.0,200.0,22.0,24.0,24.0,market_place,1,credit_card,3,39.09,13290,louveira,SP,market_place,Other
43cebded17ef78782f347b0bf5eaae5b,80790cb28818332d3ebcc9fd7ef1887a,12721,cruzeiro,SP,74c8fc29ba64bb72272c8025c00bb85e,delivered,2017-11-24 12:45:07,2017-11-24 14:53:45,2017-11-29 17:28:51,2017-12-02 16:18:41,2017-12-15 00:00:00,882dd5fcc388308a8f7a492719f03697,4,2017-12-03 00:00:00,2017-12-06 02:29:31,0,1,aca66d896a36f009a83d865e61832831,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-11-30 14:53:45,29.9,12.69,23.0,751.0,1.0,550.0,33.0,2.0,33.0,market_place,1,credit_card,10,212.95,13290,louveira,SP,market_place,Other
43cebded17ef78782f347b0bf5eaae5b,80790cb28818332d3ebcc9fd7ef1887a,12721,cruzeiro,SP,74c8fc29ba64bb72272c8025c00bb85e,delivered,2017-11-24 12:45:07,2017-11-24 14:53:45,2017-11-29 17:28:51,2017-12-02 16:18:41,2017-12-15 00:00:00,882dd5fcc388308a8f7a492719f03697,4,2017-12-03 00:00:00,2017-12-06 02:29:31,0,2,aca66d896a36f009a83d865e61832831,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-11-30 14:53:45,29.9,12.69,23.0,751.0,1.0,550.0,33.0,2.0,33.0,market_place,1,credit_card,10,212.95,13290,louveira,SP,market_place,Other
43cebded17ef78782f347b0bf5eaae5b,80790cb28818332d3ebcc9fd7ef1887a,12721,cruzeiro,SP,74c8fc29ba64bb72272c8025c00bb85e,delivered,2017-11-24 12:45:07,2017-11-24 14:53:45,2017-11-29 17:28:51,2017-12-02 16:18:41,2017-12-15 00:00:00,882dd5fcc388308a8f7a492719f03697,4,2017-12-03 00:00:00,2017-12-06 02:29:31,0,3,aca66d896a36f009a83d865e61832831,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-11-30 14:53:45,29.9,12.69,23.0,751.0,1.0,550.0,33.0,2.0,33.0,market_place,1,credit_card,10,212.95,13290,louveira,SP,market_place,Other
43cebded17ef78782f347b0bf5eaae5b,80790cb28818332d3ebcc9fd7ef1887a,12721,cruzeiro,SP,74c8fc29ba64bb72272c8025c00bb85e,delivered,2017-11-24 12:45:07,2017-11-24 14:53:45,2017-11-29 17:28:51,2017-12-02 16:18:41,2017-12-15 00:00:00,882dd5fcc388308a8f7a492719f03697,4,2017-12-03 00:00:00,2017-12-06 02:29:31,0,4,aca66d896a36f009a83d865e61832831,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-11-30 14:53:45,29.9,12.69,23.0,751.0,1.0,550.0,33.0,2.0,33.0,market_place,1,credit_card,10,212.95,13290,louveira,SP,market_place,Other
43cebded17ef78782f347b0bf5eaae5b,80790cb28818332d3ebcc9fd7ef1887a,12721,cruzeiro,SP,74c8fc29ba64bb72272c8025c00bb85e,delivered,2017-11-24 12:45:07,2017-11-24 14:53:45,2017-11-29 17:28:51,2017-12-02 16:18:41,2017-12-15 00:00:00,882dd5fcc388308a8f7a492719f03697,4,2017-12-03 00:00:00,2017-12-06 02:29:31,0,5,aca66d896a36f009a83d865e61832831,0adac9fbd9a2b63cccaac4f8756c1ca8,2017-11-30 14:53:45,29.9,12.69,23.0,751.0,1.0,550.0,33.0,2.0,33.0,market_place,1,credit_card,10,212.95,13290,louveira,SP,market_place,Other
a841fb9010543883845d5cc513cac85f,69414ec37315f745bcafd70cf3deeb08,99925,ipiranga do sul,RS,fc66187b5a6947e39a23ae1e6034913a,delivered,2018-04-16 21:41:20,2018-04-16 22:32:32,2018-04-19 00:03:52,2018-04-30 19:38:38,2018-05-18 00:00:00,f46911b65ef3d52c26874df1a910d42a,3,2018-05-01 00:00:00,2018-05-02 01:24:25,0,1,69a7ee112e7b63892ad5db80e4c3277f,0adac9fbd9a2b63cccaac4f8756c1ca8,2018-04-22 22:31:34,109.9,23.35,35.0,1294.0,1.0,1150.0,21.0,34.0,34.0,market_place,1,credit_card,8,133.25,13290,louveira,SP,market_place,Other
20d4755cfabd6aa349768a13ef1c7f78,d0f0202f6ae05106aead3534c9e9ebb1,19273,rosana,SP,a08dbd25a53b850542e9dd616f5d9120,delivered,2018-02-18 18:41:17,2018-02-18 19:46:48,2018-02-19 21:43:49,2018-03-05 17:19:19,2018-03-16 00:00:00,d983285bf29d106af41d6ae78d328af0,4,2018-03-06 00:00:00,2018-03-07 00:15:07,0,1,0c11c1f74fff6ffafd9ad22804132dac,128639473a139ac0f3e5f5ade55873a5,2018-02-22 19:46:48,49.9,15.1,33.0,738.0,9.0,297.0,24.0,13.0,19.0,market_place,1,credit_card,1,65.0,87050,maringa,PR,market_place,Other
e981a08085b8bbcbe96d89633f1c01f7,9d2a36aa08216b269ce53c63a55b2706,12701,cruzeiro,SP,e1113bc148318e5f088060910693116b,delivered,2017-07-20 11:04:41,2017-07-20 11:15:21,2017-07-26 11:12:30,2017-08-01 21:43:39,2017-08-15 00:00:00,fbcc0248855bf98a3c5c1994bd12da40,3,2017-08-02 00:00:00,2017-08-03 11:16:32,0,1,b757b5acc84c75c5805a931c70605106,062ce95fa2ad4dfaedfc79260130565f,2017-07-26 11:15:21,369.9,21.83,36.0,537.0,3.0,1925.0,31.0,9.0,33.0,market_place,1,credit_card,4,391.73,95913,lajeado,RS,market_place,Other
fbac5b3de6c71bc5b7a9353350ec342a,286e342d243c6fc79f143ecdb2e2aa6d,1544,sao paulo,SP,cc2fbd0261b53beb38cfd06e5a482bdc,delivered,2017-07-03 15:26:17,2017-07-03 15:44:09,2017-07-06 16:25:52,2017-07-10 20:16:05,2017-07-27 00:00:00,1b5a88844b0deb83773ba92fce098c58,4,2017-07-11 00:00:00,2017-07-12 16:46:28,0,1,b757b5acc84c75c5805a931c70605106,062ce95fa2ad4dfaedfc79260130565f,2017-07-07 15:44:09,369.9,21.83,36.0,537.0,3.0,1925.0,31.0,9.0,33.0,market_place,1,credit_card,10,391.73,95913,lajeado,RS,market_place,Other
5c5ca003c071d601217cee768b2a4b28,880c2de566e409a3a228a2f05bbef4b3,9781,sao bernardo do campo,SP,fa8161b19b784110a75dfd84c5c63b1a,delivered,2017-05-07 12:01:10,2017-05-07 13:05:42,2017-05-09 07:46:00,2017-05-13 11:56:58,2017-06-02 00:00:00,ce3d60acfa5bd5f39d713af693cfc24c,4,2017-05-14 00:00:00,2017-05-17 20:10:45,0,1,ff922797a6771cab4e0c51d482285ec3,062ce95fa2ad4dfaedfc79260130565f,2017-05-11 12:31:39,289.9,21.27,37.0,537.0,3.0,1725.0,31.0,8.0,33.0,market_place,1,credit_card,10,311.17,95913,lajeado,RS,market_place,Other
aafa66416bb386613deb6a1b9c9ff082,76bf559b3b17a29c539449167daeef6a,1303,sao paulo,SP,ee7b9fca242afe884ce1daf3f17ae656,delivered,2017-04-29 20:57:27,2017-04-29 21:10:16,2017-05-04 05:52:42,2017-05-11 11:27:39,2017-05-29 00:00:00,72b1153250e95ec4b72358b8fae677a6,3,2017-05-12 00:00:00,2017-05-13 02:18:10,1,1,ff922797a6771cab4e0c51d482285ec3,062ce95fa2ad4dfaedfc79260130565f,2017-05-04 21:10:16,289.9,22.35,37.0,537.0,3.0,1725.0,31.0,8.0,33.0,market_place,1,credit_card,5,312.25,95913,lajeado,RS,market_place,Other
5e320e6a4f03e2e74bc22e1158237fbe,8a2530b1bf32235ed2636468ea0b1582,95012,caxias do sul,RS,a840a7a89e3d9137358eb7b9408681fe,delivered,2017-03-09 22:17:49,2017-03-09 22:17:49,2017-03-10 16:23:51,2017-03-16 08:24:47,2017-03-28 00:00:00,530bc04383c4dded457dfd70db6b2b39,5,2017-03-17 00:00:00,2017-03-20 00:14:30,0,1,ff922797a6771cab4e0c51d482285ec3,062ce95fa2ad4dfaedfc79260130565f,2017-03-15 22:17:49,289.9,15.8,37.0,537.0,3.0,1725.0,31.0,8.0,33.0,market_place,1,credit_card,5,305.7,95913,lajeado,RS,market_place,Other
e116cc872d298c958010d6d0b888682d,b44e1f9810edefc97e2037154fc20a7b,25665,petropolis,RJ,6222f10321c7b098c4d165139993de63,delivered,2017-04-25 19:30:13,2017-04-26 09:34:57,2017-04-27 11:24:46,2017-05-17 14:54:46,2017-05-22 00:00:00,251b344715961015d23a5bb77927bcd6,1,2017-05-18 00:00:00,2017-05-23 11:59:10,1,1,ff922797a6771cab4e0c51d482285ec3,062ce95fa2ad4dfaedfc79260130565f,2017-05-03 02:22:45,289.9,24.58,37.0,537.0,3.0,1725.0,31.0,8.0,33.0,market_place,1,boleto,1,314.48,95913,lajeado,RS,market_place,Other
e794bcee9c3289fb13024bef2f6599e0,0176190d05dbc46f20484610a0a0e1fb,91520,porto alegre,RS,2823b5160c0166f3c0d1ea00cc519c7e,delivered,2017-04-27 15:15:48,2017-04-27 15:30:14,2017-05-02 11:04:14,2017-05-09 10:04:02,2017-05-25 00:00:00,66f90d19664a94f6201c402a21b0dd78,1,2017-05-10 00:00:00,2017-05-13 13:01:07,1,1,ff922797a6771cab4e0c51d482285ec3,062ce95fa2ad4dfaedfc79260130565f,2017-05-04 15:30:14,289.9,15.8,37.0,537.0,3.0,1725.0,31.0,8.0,33.0,market_place,1,credit_card,10,305.7,95913,lajeado,RS,market_place,Other
66631e40bb70105ec13118c26b650735,080e9f068e464dd0fc1a7bc98425b12f,95670,gramado,RS,94e050666a9b391d3aab71554fe12421,delivered,2017-04-26 14:54:02,2017-04-26 15:05:20,2017-05-02 11:27:33,2017-05-08 17:09:54,2017-05-16 00:00:00,faa3eeea3676d90ce989d4917d632a1b,5,2017-05-09 00:00:00,2017-05-10 14:35:10,0,1,f1d3e7a4605f6cd5f2a3cf9bde5c7845,062ce95fa2ad4dfaedfc79260130565f,2017-05-04 15:05:20,189.9,12.72,40.0,565.0,3.0,1000.0,31.0,6.0,33.0,market_place,1,credit_card,10,202.62,95913,lajeado,RS,market_place,Other
fa124303523931c3e5f132f33e9110fe,dc0841d3aaec503e855801c36e6b63d0,89640,ibicare,SC,99fe1f54d97630a40c549779ea00e8c9,delivered,2017-05-16 21:30:59,2017-05-16 21:45:16,2017-05-22 13:25:37,2017-05-31 08:18:34,2017-06-08 00:00:00,82eb4a787e8773a88e77499f86bb3035,5,2017-06-01 00:00:00,2017-06-06 13:46:06,0,1,f1d3e7a4605f6cd5f2a3cf9bde5c7845,062ce95fa2ad4dfaedfc79260130565f,2017-05-23 21:45:16,189.9,17.09,40.0,565.0,3.0,1000.0,31.0,6.0,33.0,market_place,1,credit_card,2,206.99,95913,lajeado,RS,market_place,Other
